room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
18611988,1286,12504661,Private room,,Zurich,,Kreis 6,2,0,2,1,,78,,Private room in charming and central neighborhood,33:12.1,47.384837,8.543316,0101000020E61000007EC9C6832D16214037A5BC5642B14740
11682406,1286,6126976,Private room,,Zurich,,Kreis 10,7,5,1,1,,67,,Stilvolles Zimmer 50m von Limmat,33:12.1,47.390927,8.529829,0101000020E6100000DCF126BF450F2140CB0F5CE509B24740
17181678,1286,8863512,Private room,,Zurich,,Kreis 3,1,0,2,1,,68,,Design apartment/room incl. own bathroom,33:12.1,47.360553,8.523196,0101000020E6100000C9CB9A58E00B2140C3BCC79926AE4740
3266547,1286,3145371,Private room,,Zurich,,Kreis 3,37,5,2,1,,68,,Cosy room in chalet-like flat,33:12.1,47.37979,8.502469,0101000020E6100000F581E49D4301214086AC6EF59CB04740
16858388,1286,3945457,Private room,,Zurich,,Kreis 6,0,0,2,0,,68,,Privatzimmer in zentraler Lage,33:12.1,47.389192,8.537998,0101000020E610000077A04E7974132140B3EE1F0BD1B14740
18788628,1286,12009352,Private room,,Zurich,,Kreis 1,0,0,2,1,,78,,The place to be,33:12.0,47.371657,8.540277,0101000020E6100000DE8FDB2F9F1421402C2AE27492AF4740
15780977,1286,102070638,Private room,,Zurich,,Kreis 8,2,0,2,1,,73,,"Lovely room in beautiful surroundings, peaceful.",33:10.2,47.358892,8.566417,0101000020E6100000FFCBB56801222140E4654D2CF0AD4740
943218,1286,1425263,Private room,,Zurich,,Kreis 7,68,5,2,1,,78,,"Kreis 7, schöneMaisonette, Seesicht",33:10.1,47.358002,8.585108,0101000020E610000085419946932B214088F37002D3AD4740
17049377,1286,114450631,Private room,,Zurich,,Kreis 2,10,4.5,2,1,,63,,gemütliche zwei zimmer in albau nähe see,33:10.1,47.359486,8.527291,0101000020E610000045F30016F90D214057AF22A303AE4740
17149598,1286,115317959,Private room,,Zurich,,Kreis 9,11,4,1,1,,63,,Schönes und helles Zimmer #4U,33:10.1,47.367799,8.488878,0101000020E6100000C0779B374EFA20403140A20914AF4740
18266859,1286,4916816,Private room,,Zurich,,Kreis 4,0,0,1,1,,63,,Big and sunny room in the heart of Zurich,33:10.1,47.376208,8.523411,0101000020E6100000BABBCE86FC0B21402D3F709527B04740
2679799,1286,8061776,Private room,,Zurich,,Kreis 2,54,5,2,1,,73,,Discover Zürich & relax comfortably,33:10.1,47.337633,8.534921,0101000020E610000022E3512AE11121407286E28E37AB4740
10168970,1286,24977170,Private room,,Zurich,,Kreis 9,8,5,2,1,,71,,Private room in Zurich City (2/2),33:10.1,47.370235,8.491728,0101000020E6100000130EBDC5C3FB2040D36A48DC63AF4740
222565,1286,1155866,Private room,,Zurich,,Kreis 2,155,4.5,4,1,,78,,Bedroom overlooking the lake near,33:10.1,47.334634,8.541171,0101000020E61000005516855D1415214099107349D5AA4740
3687899,1286,18761553,Private room,,Zurich,,Kreis 6,88,5,1,1,,63,,Central uptown Zurich room,33:10.1,47.38717,8.549292,0101000020E6100000ABE80FCD3C19214004FF5BC98EB14740
7050206,1286,10807137,Private room,,Zurich,,Kreis 3,45,5,1,1,,73,,"Cosy & Calm Room, Centrally located",33:10.1,47.373817,8.517001,0101000020E6100000A4FFE55AB40821402CD8463CD9AF4740
5168542,1286,22404783,Private room,,Zurich,,Kreis 7,110,5,2,1,,82,,Zwei Einzelbetten Top of Zurich,33:10.0,47.356305,8.598963,0101000020E610000031074147AB3221405D33F9669BAD4740
8321743,1286,43870222,Private room,,Zurich,,Kreis 10,33,5,1,1,,73,,,33:08.1,47.388874,8.529856,0101000020E6100000C32D1F49490F2140E2218C9FC6B14740
16544217,1286,104791483,Private room,,Zurich,,Kreis 8,12,5,2,1,,78,,Wohnen im Herzen von Zürich (Seefeld),33:08.1,47.364207,8.551509,0101000020E61000003AE63C635F1A2140B5FCC0559EAE4740
13695203,1286,79837655,Private room,,Zurich,,Kreis 4,3,5,2,1,,63,,30m2 PrivatZimmer in Loft (WG)),33:08.1,47.384691,8.511583,0101000020E61000000F61FC34EE0521406308008E3DB14740
18206502,1286,123060814,Private room,,Zurich,,Kreis 1,1,0,2,1,,73,,Zürich HB,33:08.1,47.375694,8.541109,0101000020E61000007D24253D0C152140D7A6B1BD16B04740
18474069,1286,10118460,Private room,,Zurich,,Kreis 4,0,0,2,1,,78,,Zimmer in zentraler Lage,33:08.1,47.378386,8.527299,0101000020E6100000506D7022FA0D2140D3A1D3F36EB04740
10999907,1286,15647838,Private room,,Zurich,,Kreis 10,59,4.5,2,1,,68,,Beautiful room in Zürich,33:08.1,47.403362,8.49218,0101000020E6100000957D5704FFFB20407E39B35DA1B34740
13372415,1286,1141101,Private room,,Zurich,,Kreis 6,33,5,2,1,,82,,Modern Design Town-House centrally located,33:08.1,47.391822,8.538364,0101000020E6100000FFAF3A72A413214039ED293927B24740
14247466,1286,86708280,Private room,,Zurich,,Kreis 4,5,4.5,1,1,,63,,Salotto Rolando,33:08.0,47.378185,8.527792,0101000020E61000004D2EC6C03A0E21403C6BB75D68B04740
18685629,1286,72806630,Private room,,Zurich,,Kreis 4,0,0,2,1,,63,,A cosy place near Wiedikon,33:08.0,47.375735,8.519502,0101000020E6100000C669882AFC092140357BA01518B04740
17900513,1286,16436478,Private room,,Zurich,,Kreis 7,6,5,2,1,,82,,Convenient & quiet room 5 minutes from the lake,33:08.0,47.366658,8.558971,0101000020E610000028D36872311E21408C683BA6EEAE4740
1108021,1286,6083860,Private room,,Zurich,,Kreis 7,75,5,1,1,,68,,"spacious, quiet & central room",33:08.0,47.36481,8.55589,0101000020E6100000CD58349D9D1C21407BA01518B2AE4740
13253879,1286,73350562,Private room,,Zurich,,Kreis 7,22,5,1,1,,69,,sunny room close to the old town,33:08.0,47.359891,8.564278,0101000020E61000005FB4C70BE9202140F78F85E810AE4740
18122750,1286,13365928,Private room,,Zurich,,Kreis 2,1,0,1,1,,68,,Zentrales helles Penthaus-Zimmer,33:07.9,47.36786,8.527023,0101000020E6100000C87A6AF5D50D2140D7C0560916AF4740
13071400,1286,72456043,Private room,,Zurich,,Kreis 3,47,5,2,1,,63,,Chez Ruth,33:07.9,47.379887,8.503531,0101000020E61000005B0BB3D0CE01214078962023A0B04740
8926048,1286,18327045,Private room,,Zurich,,Kreis 3,43,5,2,1,,67,,Clean Cozy Center+pocketWIFI,33:06.0,47.373165,8.519763,0101000020E610000079573D601E0A21408481E7DEC3AF4740
10170406,1286,52215160,Private room,,Zurich,,Kreis 7,47,5,2,1,,80,,"Renovated room, close to Uni/ETH",33:06.0,47.380997,8.551745,0101000020E61000008A7615527E1A2140E36F7B82C4B04740
18454443,1286,15022767,Private room,,Zurich,,Kreis 4,1,0,2,1,,68,,Zimmer in charmanter Maisonette mit Dachterrasse,33:06.0,47.379852,8.526568,0101000020E6100000813D26529A0D2140FCA886FD9EB04740
16891181,1286,45970695,Private room,,Zurich,,Kreis 3,15,5,2,1,,68,,Quiet room in central Wiedikon,33:06.0,47.370532,8.517372,0101000020E610000073BB97FBE40821408C0FB3976DAF4740
13043357,1286,72152595,Private room,,Zurich,,Kreis 7,28,4.5,2,1,,73,,beim Kunsthaus Zürich,33:05.9,47.370457,8.549776,0101000020E61000005B40683D7C19214082C98D226BAF4740
18280177,1286,3988843,Private room,,Zurich,,Kreis 6,2,0,2,1,,78,,Gorgeous home in Zurich,33:05.9,47.390707,8.537837,0101000020E610000052280B5F5F132140BDA8DDAF02B24740
16138827,1286,13233563,Private room,,Zurich,,Kreis 3,7,5,1,1,,63,,Spacious room in a modern and central appartment!,33:05.9,47.364645,8.515952,0101000020E6100000919C4CDC2A08214031D3F6AFACAE4740
4796892,1286,21714165,Private room,,Zurich,,Kreis 1,300,4.5,3,1,,65,,Musiker-Unterkunft,33:05.9,47.370985,8.542782,0101000020E610000007B7B585E71521403D27BD6F7CAF4740
8774843,1286,18433814,Private room,,Zurich,,Kreis 5,7,5,2,1,,68,,Bright and cozy room in city center,33:05.9,47.388037,8.528939,0101000020E61000006B28B517D10E2140A8514832ABB14740
946104,1286,5126683,Private room,,Zurich,,Kreis 3,135,4.5,2,1,,63,,Big clean room with King Size Bed  ,33:05.8,47.363486,8.519787,0101000020E61000009CC58B85210A2140E54691B586AE4740
18411597,1286,13233133,Private room,,Zurich,,Kreis 9,2,0,2,1,,78,,Rooftop flat in Zürich with a beautiful city-view,33:05.8,47.381556,8.495849,0101000020E610000034828DEBDFFD2040DACBB6D3D6B04740
14171312,1286,5037255,Private room,,Zurich,,Kreis 3,22,5,1,1,,68,,❤ Centrally Situated Roof-Top Modern ☘ Cosy Flat ☺,33:05.8,47.364431,8.513482,0101000020E61000005A2BDA1CE70621400553CDACA5AE4740
16468997,1286,18827069,Private room,,Zurich,,Kreis 3,38,5,2,1,,71,,Zimmer nähe Goldbrunnenplatz,33:05.8,47.369368,8.506712,0101000020E610000044FB58C16F0321402F185C7347AF4740
13687259,1286,3367710,Private room,,Zurich,,Kreis 3,20,5,1,1,,78,,Eagle's nest with rooftop in the heart of Zurich,33:05.8,47.375081,8.512693,0101000020E6100000B9C667B27F062140ED2C7AA702B04740
11729784,1286,10911596,Private room,,Zurich,,Kreis 3,78,5,1,1,,68,,Super charming room in hip Wiedikon,33:05.7,47.368111,8.519633,0101000020E610000041D829560D0A21402026E1421EAF4740
14619231,1286,64420252,Private room,,Zurich,,Kreis 4,105,5,2,1,,65,,Nice and bright room in Zürich City,33:05.7,47.377633,8.528806,0101000020E61000006EDBF7A8BF0E2140F871344756B04740
17528920,1286,113351639,Private room,,Zurich,,Kreis 6,23,5,2,1,,74,,Central best private room near university ETH,33:05.6,47.379206,8.551789,0101000020E6100000C8957A16841A214037397CD289B04740
14118014,1286,52322516,Private room,,Zurich,,Kreis 3,5,5,2,1,,58,,Eine nette Unterkunft in einer WG,33:03.1,47.3745,8.519051,0101000020E610000085E97B0DC10921400E2DB29DEFAF4740
2508670,1286,1612862,Private room,,Zurich,,Kreis 3,0,0,1,1,,57,,**Stay in Zurich's little Berlin!**,33:03.1,47.373344,8.515465,0101000020E61000001D774A07EB072140341477BCC9AF4740
16550580,1286,100135848,Private room,,Zurich,,Kreis 6,4,4,2,1,,47,,Private Room near Limmatplatz / HB,33:03.1,47.387909,8.536706,0101000020E61000004B22FB20CB1221407B698A00A7B14740
13227975,1286,73885651,Private room,,Zurich,,Kreis 6,32,4.5,2,1,,58,,"""Oldie but Goldie"", room in a students domitory",33:03.0,47.381781,8.547083,0101000020E6100000286552431B182140F99D2633DEB04740
16791383,1286,3947114,Private room,,Zurich,,Kreis 3,0,0,2,1,,50,,Cozy room in Wiedikon,33:03.0,47.371288,8.510772,0101000020E6100000CE6C57E883052140D9B27C5D86AF4740
1069151,1286,5881751,Private room,,Zurich,,Kreis 3,28,4.5,1,1,,58,,Private room in Zurich,33:01.1,47.376175,8.505137,0101000020E6100000C5FF1D51A102214052499D8026B04740
4269399,1286,3727640,Private room,,Zurich,,Kreis 3,51,5,1,1,,56,,Zimmer mit Weitblick im Kreis 3,33:01.0,47.368432,8.522911,0101000020E6100000F46F97FDBA0B214062669FC728AF4740
7080346,1286,37119507,Private room,,Zurich,,Kreis 3,1,0,2,1,,62,,"Cozy room, central location",32:59.6,47.364813,8.519114,0101000020E61000009FCA694FC9092140EC134031B2AE4740
15823328,1286,4805162,Private room,,Zurich,,Kreis 3,0,0,2,1,,47,,Charming room in apartment - Kreis 3 / Wiedikon,32:59.6,47.365598,8.522549,0101000020E6100000711DE38A8B0B2140D3BD4EEACBAE4740
9569066,1286,9807543,Private room,,Zurich,,Kreis 4,2,0,2,1,,58,,"Very central, quiet cozy apartment",32:57.7,47.381094,8.523568,0101000020E6100000D976DA1A110C2140D5592DB0C7B04740
15855879,1286,3580507,Private room,,Zurich,,Kreis 3,1,0,1,1,,42,,Cozy room in central Zurich,32:57.7,47.369924,8.518699,0101000020E610000091EF52EA92092140B4006DAB59AF4740
9399253,1286,36059006,Private room,,Zurich,,Kreis 9,0,0,1,1,,53,,Room with nice view to Uetliberg,32:56.5,47.379755,8.498056,0101000020E610000035272F3201FF20400ABFD4CF9BB04740
4630040,1286,9234920,Private room,,Zurich,,Kreis 2,20,4.5,1,1,,42,,Cosy room near lake and center,32:56.4,47.338369,8.531106,0101000020E6100000336B2920ED0F2140787DE6AC4FAB4740
16332545,1286,2761603,Private room,,Zurich,,Kreis 9,1,0,2,1,,62,,2 Zimmer Wohnung mit Terrasse,32:56.3,47.381469,8.500527,0101000020E6100000AD872F13450021400BB8E7F9D3B04740
17170113,1286,25595618,Private room,,Zurich,,Kreis 2,0,0,2,1,,61,,Room in a wonderful place 1min from lake of zurich,32:53.0,47.334585,8.540892,0101000020E61000000856D5CBEF142140B75D68AED3AA4740
2705338,1286,13336850,Private room,,Zurich,,Kreis 3,61,4.5,2,1,,56,,Beautiful room near the City center,32:51.4,47.365171,8.50807,0101000020E61000004E2844C0210421404B395FECBDAE4740
10515528,1286,54215472,Private room,,Zurich,,Kreis 3,7,4.5,2,1,,58,,Newly renovated room / Frisch renoviertes Zimmer,32:51.3,47.368887,8.497733,0101000020E6100000AA471ADCD6FE2040B47570B037AF4740
15103768,1286,17853038,Private room,,Zurich,,Kreis 9,15,5,2,1,,42,,"Ruhiges, helles Zimmer mit guter Anbindung zu ÖV",32:51.3,47.378379,8.483,0101000020E61000009EEFA7C64BF72040213F1BB96EB04740
2082084,1286,10379615,Private room,,Zurich,,Kreis 3,61,4.5,2,1,,53,,Basic Well-lit Private Room Heart of Zurich,32:49.4,47.364071,8.521135,0101000020E6100000179AEB34D20A21400536E7E099AE4740
15802107,1286,6733261,Private room,,Zurich,,Kreis 5,0,0,2,1,,52,,Private Room in Zurich,32:49.4,47.386639,8.514284,0101000020E61000004EB6813B50072140D82D02637DB14740
17147547,1286,22846216,Private room,,Zurich,,Kreis 3,20,5,2,1,,61,,Nice room in the heart of Zurich,32:47.5,47.369972,8.5004,0101000020E610000039D6C56D34002140C537143E5BAF4740
10701017,1286,54829910,Private room,,Zurich,,Kreis 2,16,4.5,2,1,,49,,"Small, cosy room in Zurich",32:47.4,47.343229,8.523045,0101000020E610000032ACE28DCC0B2140F70489EDEEAB4740
15223837,1286,1671243,Private room,,Zurich,,Kreis 3,25,4.5,2,3,,58,,Cozy and Quiet room close to City Center,32:45.2,47.367938,8.502332,0101000020E6100000F277EFA831012140537AA69718AF4740
13996342,1286,7094195,Private room,,Zurich,,Kreis 7,9,4,2,1,,57,,"ruhige &sonnige Ecke von Zürich Witikon, nahe Wald",32:43.5,47.356766,8.59885,0101000020E6100000516B9A779C32214091291F82AAAD4740
7738385,1286,8849758,Private room,,Zurich,,Kreis 7,4,5,1,1,,61,,Spacious Room at feet of Zürichberg,32:42.1,47.362683,8.566845,0101000020E610000060CD01823922214057E883656CAE4740
11688003,1286,57501066,Private room,,Zurich,,Kreis 8,6,5,1,1,,42,,"QUIET, CLEAN, CENTRAL & BRIGHT",32:42.1,47.355508,8.556263,0101000020E61000001FF30181CE1C2140B2BB404981AD4740
13921217,1286,34381305,Private room,,Zurich,,Kreis 7,0,0,1,1,,52,,Double Room in Zürich. TOP!,32:40.3,47.355898,8.592054,0101000020E610000095EEAEB3212F21401D5BCF108EAD4740
18299124,1286,122858411,Private room,,Zurich,,Kreis 6,0,0,2,1,,53,,Astor Studios Zurich City,32:40.2,47.381757,8.543071,0101000020E6100000E1CFF0660D1621407102D369DDB04740
815055,1286,3693420,Private room,,Zurich,,Kreis 2,70,5,1,1,,62,,Quiet room in Zürich 5min to center,32:39.3,47.337149,8.532646,0101000020E6100000C0B0FCF9B61021408670CCB227AB4740
2367123,1286,12092933,Private room,,Zurich,,Kreis 2,2,0,2,1,,42,,Nice room direct on the Limmat,32:39.2,47.362212,8.525806,0101000020E6100000C614AC71360D2140001C7BF65CAE4740
13388309,1286,76126826,Private room,,Zurich,,Kreis 6,3,5,2,1,,53,,Lovely room and breathtaking view over Zürich!,32:39.2,47.379132,8.55073,0101000020E610000027DA5548F9192140FC6EBA6587B04740
16182168,1286,2050657,Private room,,Zurich,,Kreis 2,6,5,2,1,,53,,Cozy room with double sofa bed near lake Zurich,32:37.3,47.357056,8.528203,0101000020E6100000554CA59F700E2140986BD102B4AD4740
6359905,1286,6699716,Private room,,Zurich,,Kreis 2,4,4.5,2,1,,58,,Room in Zurich,32:37.3,47.344886,8.530375,0101000020E6100000643BDF4F8D0F2140946C753925AC4740
15849387,1286,6102974,Private room,,Zurich,,Kreis 8,0,0,1,1,,47,,COSY ROOM IN SEEFELD,32:37.3,47.357048,8.573135,0101000020E6100000CC6262F371252140158DB5BFB3AD4740
17613971,1286,119741087,Private room,,Zurich,,Kreis 7,3,5,2,1,,53,,Nice and clean people are welcome near Uni/ETH,32:33.3,47.370602,8.562619,0101000020E61000006937FA980F20214085EAE6E26FAF4740
13127934,1286,47446467,Private room,,Zurich,,Kreis 3,3,4.5,2,1,,58,,"Sunny, Central Located, Friendly Housekeeper.",32:31.4,47.374156,8.513287,0101000020E610000085ECBC8DCD06214014CD0358E4AF4740
13608600,1286,4664357,Private room,,Zurich,,Kreis 3,0,0,2,1,,83,,"Bedroom central Zurich,perfect for Street Parade!",35:00.3,47.37087,8.519411,0101000020E6100000855D143DF0092140A4880CAB78AF4740
4903665,1286,2130301,Private room,,Zurich,,Kreis 11,4,4,2,1,,93,,Cooles Doppel/Zweibettzimmer,35:00.3,47.416015,8.517601,0101000020E6100000F9C08EFF020921409ED2C1FA3FB54740
15029540,1286,94905721,Private room,,Zurich,,Kreis 9,1,0,2,1,,103,,Zimmer in Altstetten,35:00.2,47.383696,8.483581,0101000020E610000017EFC7ED97F7204092CD55F31CB14740
17843067,1286,19323015,Private room,,Zurich,,Kreis 3,0,0,2,1,,100,,Cozy city center private room for 2,35:00.2,47.369918,8.504525,0101000020E61000005F07CE1951022140D219187959AF4740
15064057,1286,6996068,Private room,,Zurich,,Kreis 11,0,0,1,1,,83,,Cozy bright room in stylish apartment in Zürich,35:00.2,47.422341,8.504007,0101000020E6100000FFE89B340D022140466117450FB64740
9229424,1286,40667302,Private room,,Zurich,,Kreis 7,6,4.5,1,1,,83,,Room 2,35:00.2,47.378304,8.558814,0101000020E610000009185DDE1C1E214016F9F5436CB04740
14735007,1286,1687690,Private room,,Zurich,,Kreis 7,1,0,4,2,,103,,Top location in Zurich - 7 Min Lake,35:00.2,47.368311,8.550841,0101000020E61000008597E0D4071A2140E7E099D024AF4740
7624094,1286,38628164,Private room,,Zurich,,Kreis 11,14,5,1,1,,90,,Fresh sophistication,35:00.2,47.414379,8.531477,0101000020E61000000327DBC01D1021401893FE5E0AB54740
6716143,1286,21459081,Private room,,Zurich,,Kreis 6,14,5,2,1,,100,,One BR (1st of 2) in five room flat,35:00.1,47.398386,8.5419,0101000020E6100000A167B3EA731521409697FC4FFEB24740
8143595,1286,4043586,Private room,,Zurich,,Kreis 5,26,5,2,1,,90,,Cozy Room in the heart of Zurich,34:58.4,47.386214,8.528035,0101000020E61000006649809A5A0E2140F1A0D9756FB14740
11770289,1286,62654434,Private room,,Zurich,,Kreis 3,0,0,2,1,,83,,Big room for 2 in Zürich center,34:58.4,47.379252,8.502332,0101000020E6100000F277EFA831012140A7785C548BB04740
17568256,1286,35463626,Private room,,Zurich,,Kreis 10,2,0,2,1,,83,,Lake View in the Happy House,34:58.4,47.398923,8.530517,0101000020E6100000AEF199EC9F0F2140A54FABE80FB34740
9934015,1286,51060139,Private room,,Zurich,,Kreis 10,4,4.5,2,1,,100,,Large room a great view!,34:58.4,47.394631,8.521849,0101000020E61000008EE6C8CA2F0B21406F7EC34483B24740
15661029,1286,23065268,Private room,,Zurich,,Kreis 4,0,0,2,1,,94,,"Big, bright room in the middle of Zurich",34:58.4,47.385593,8.516028,0101000020E6100000FDA36FD2340821408448861C5BB14740
18350299,1286,10130825,Private room,,Zurich,,Kreis 3,0,0,1,0,,95,,beautiful sunny penthouse next to the lake,34:58.4,47.368284,8.527069,0101000020E61000008978EBFCDB0D2140EED11BEE23AF4740
2741410,1286,3111960,Private room,,Zurich,,Kreis 7,0,0,2,1,,95,,Cozy & close to everything!,34:58.4,47.363268,8.560173,0101000020E61000005534D6FECE1E214077D7D9907FAE4740
582946,1286,44391,Private room,,Zurich,,Kreis 7,15,5,1,1,,92,,Large Corner Room @ The Swiss Villa,34:58.3,47.377949,8.557809,0101000020E610000035D42824991D2140284701A260B04740
7449801,1286,2904606,Private room,,Zurich,,Kreis 7,7,4.5,2,3,,94,,Zimmer mit Bad im Herzen Zürichs,34:58.3,47.367728,8.556109,0101000020E6100000C405A051BA1C214068E90AB611AF4740
1812239,1286,9494584,Private room,,Zurich,,Kreis 8,12,5,2,1,,94,,Room close to opera & lake,34:58.3,47.364628,8.548844,0101000020E61000002F36AD14021921405B9A5B21ACAE4740
16949568,1286,50348083,Private room,,Zurich,,Kreis 5,1,0,2,1,,95,,Swiss Star Aemtlerstrasse – Studio #03,34:58.3,47.382852,8.528968,0101000020E6100000D542C9E4D40E2140A69A594B01B14740
12279397,1286,2170677,Private room,,Zurich,,Kreis 2,12,4.5,2,1,,83,,"central, charmy room close to Sihlcity",34:58.3,47.363395,8.529338,0101000020E6100000620FED63050F2140D44334BA83AE4740
1962016,1286,9175734,Private room,,Zurich,,Kreis 9,31,5,4,1,,95,,A spacious space,34:56.4,47.380154,8.498083,0101000020E61000001B6327BC04FF2040C7B8E2E2A8B04740
17411746,1286,23152238,Private room,,Zurich,,Kreis 2,8,5,2,1,,95,,"Parques Rietberg, room without breakfast",34:56.4,47.361484,8.529616,0101000020E61000006EE00ED4290F21407D03931B45AE4740
17876107,1286,10116977,Private room,,Zurich,,Kreis 8,0,0,1,1,,90,,Kleines Zimmer im Zentrum der Stadt.,34:56.4,47.360419,8.552964,0101000020E61000000EBBEF181E1B2140B3EDB43522AE4740
15597801,1286,80403295,Private room,,Zurich,,Kreis 4,3,4.5,2,1,,100,,Cozy room next to the City Center,34:56.4,47.376617,8.52166,0101000020E61000004243FF04170B21400F0F61FC34B04740
16969928,1286,113516235,Private room,,Zurich,,Kreis 11,1,0,1,1,,101,,Furnished room with separate bathroom in community,34:56.4,47.422603,8.503369,0101000020E6100000F4A3E194B90121408318E8DA17B64740
8668789,1286,5768936,Private room,,Zurich,,Kreis 3,26,5,2,1,,93,,Zurich Centre - Bright and Clean!,34:56.4,47.368307,8.518946,0101000020E6100000B0C7444AB3092140A6F10BAF24AF4740
6796349,1286,26314685,Private room,,Zurich,,Kreis 3,16,4.5,4,1,,85,,lovely flat with garden and rooftop,34:56.4,47.366699,8.52186,0101000020E61000005E2EE23B310B2140EA3C2AFEEFAE4740
816887,1286,1155866,Private room,,Zurich,,Kreis 2,21,5,3,1,,90,,Bedroom Overlooling Lake Zürich,34:56.4,47.336025,8.540939,0101000020E61000000B43E4F4F5142140B7D100DE02AB4740
14096991,1286,15662937,Private room,,Zurich,,Kreis 7,1,0,2,1,,83,,The Toblerflat,34:56.4,47.380233,8.558737,0101000020E61000005C21ACC6121E214013EE9579ABB04740
8189215,1286,37219401,Private room,,Zurich,,Kreis 10,36,5,2,1,,94,,"Stadt, Land, Fluss,Bad",34:56.4,47.411592,8.481265,0101000020E61000003C6BB75D68F62040CAA5F10BAFB44740
15367631,1286,43324595,Private room,,Zurich,,Kreis 8,18,4,1,1,,83,,Einzelzimmer zu vermieten Seefeld,34:56.4,47.358753,8.554416,0101000020E61000001EC2F869DC1B2140C32B499EEBAD4740
17267089,1286,116414518,Private room,,Zurich,,Kreis 11,6,5,2,1,,84,,Privat Room with your own Bathroom,34:56.3,47.41913,8.553814,0101000020E6100000462234828D1B2140E162450DA6B54740
6540977,1286,15652472,Private room,,Zurich,,Kreis 3,10,4,3,1,,98,,Beautiful large bedroom in Zurich,34:56.3,47.360396,8.523021,0101000020E6100000103E9468C90B2140FBCDC47421AE4740
6138873,1286,31846248,Private room,,Zurich,,Kreis 6,19,4.5,1,1,,83,,BnB a dä goetzstrass Zürich,34:56.3,47.389449,8.545557,0101000020E61000002F35423F53172140DE3AFF76D9B14740
256759,1286,1219996,Private room,,Zurich,,Kreis 4,43,4.5,2,1,,93,,D. Orange Room/Zimmer (Double/DZ),34:54.4,47.379606,8.525008,0101000020E6100000D8463CD9CD0C2140C5AEEDED96B04740
16309150,1286,106717308,Private room,,Zurich,,Kreis 6,0,0,2,1,,95,,Accademia Apartments - furnished living,34:54.4,47.395495,8.544768,0101000020E61000008DD0CFD4EB162140A25D85949FB24740
17811138,1286,4615813,Private room,,Zurich,,Kreis 2,2,0,2,1,,95,,"Beautiful, modern apartment close to down town.",34:54.3,47.363008,8.532331,0101000020E6100000404B57B08D102140DB17D00B77AE4740
9358301,1286,48564459,Private room,,Zurich,,Kreis 6,28,4.5,2,1,,90,,Spacious room with balcony,34:54.3,47.389894,8.537139,0101000020E6100000F2CF0CE2031321400C74ED0BE8B14740
10095770,1286,18327045,Private room,,Zurich,,Kreis 3,30,5,2,1,,85,,Clean Spacious Fresh Centre+mobileWiFi,34:54.3,47.373123,8.51953,0101000020E6100000EE940ED6FF0921405531957EC2AF4740
16951726,1286,23152238,Private room,,Zurich,,Kreis 2,10,4.5,2,1,,83,,"Parques Rietberg, spacious room without breakfast",34:54.3,47.361768,8.528411,0101000020E61000007DB1F7E28B0E2140A25EF0694EAE4740
12860185,1286,70291646,Private room,,Zurich,,Kreis 1,21,4.5,1,1,,95,,Wake up in the heart of the Oldtown,34:54.3,47.373302,8.541766,0101000020E6100000632B685A6215214005C4245CC8AF4740
15285296,1286,3728425,Private room,,Zurich,,Kreis 4,34,5,2,1,,90,,Charming & comfortable flat in downtown Zürich.,34:54.3,47.376385,8.530301,0101000020E61000007B12D89C830F21403CDA38622DB04740
16329538,1286,106885499,Private room,,Zurich,,Kreis 6,23,5,2,1,,98,,Cozy private room with en-suite bathroom,34:54.3,47.378948,8.546783,0101000020E61000007D04FEF0F31721403B71395E81B04740
12567085,1286,38757909,Private room,,Zurich,,Kreis 4,58,4.5,2,1,,90,,Luxury flat with panoramic views,34:54.2,47.377453,8.533053,0101000020E6100000C311A452EC1021407863416150B04740
1638930,1286,8699600,Private room,,Zurich,,Kreis 5,103,5,1,1,,83,,Private room in center of Zurich,34:54.2,47.384349,8.531542,0101000020E61000009FE6E445261021400AA0185932B14740
6604700,1286,34557531,Private room,,Zurich,,Kreis 5,171,4.5,1,1,,95,,5 min. from Zurich Main Station,34:54.2,47.382012,8.531771,0101000020E610000025ECDB4944102140FC56EBC4E5B04740
2425170,1286,10073281,Private room,,Zurich,,Kreis 5,345,4.5,2,1,,98,,A room at Zurich HB and city center,34:54.2,47.380203,8.537653,0101000020E61000004D31074147132140A96BED7DAAB04740
18447854,1286,74438474,Private room,,Zurich,,Kreis 1,2,0,1,1,,83,,more than central! :),34:54.1,47.371789,8.542034,0101000020E6100000DFA3FE7A851521409B012EC896AF4740
8434027,1286,6282074,Private room,,Zurich,,Kreis 5,3,4.5,1,1,,68,,Room in beautiful urban chalet,34:52.4,47.384174,8.532828,0101000020E610000043C9E4D4CE1021409CFC169D2CB14740
7111555,1286,838930,Private room,,Zurich,,Kreis 5,0,0,1,1,,73,,Zimmer in moderner Maisonettewhg,34:52.4,47.383017,8.530343,0101000020E61000003753211E890F2140F16778B306B14740
9482091,1286,30238768,Private room,,Zurich,,Kreis 2,16,4.5,2,1,,82,,Beautiful room in the heart of Züri,34:52.4,47.354573,8.527117,0101000020E6100000CE548847E20D2140B685E7A562AD4740
