room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
17112791,44906419,Private room,,Tawa South,2,0,2,1,36,,-41.175553,174.815452,37:36.4
16711897,47605071,Private room,,Brooklyn South,15,5,2,1,41,,-41.310409,174.759061,37:36.4
18143368,23333108,Private room,,Newlands North,0,0,2,1,22,,-41.229668,174.815622,37:36.4
10594697,581349,Private room,,Strathmore Park,77,5,2,1,35,,-41.333179,174.819228,37:36.4
13299975,6231552,Private room,,Rangoon Heights,0,0,2,1,23,,-41.248405,174.80133,37:36.4
14811937,92575691,Private room,,Melrose-Houghton Bay-Southgate,18,4.5,2,1,36,,-41.329543,174.789427,37:36.4
13254088,74567177,Private room,,Maupuia,33,4.5,2,1,29,,-41.308208,174.818013,37:36.4
3336316,16844202,Private room,,Karori South,73,4.5,4,2,36,,-41.287215,174.72865,37:36.4
6336970,24079500,Private room,,Johnsonville North,122,4.5,2,1,32,,-41.215063,174.808467,37:36.4
16246781,86425488,Private room,,Northland,1,0,2,1,22,,-41.282079,174.758253,37:36.4
14972266,94310460,Private room,,Newtown East,17,5,2,1,39,,-41.311515,174.783089,37:36.4
9067376,7130293,Private room,,Newtown West,10,4.5,2,1,18,,-41.31241,174.778309,37:36.4
18112004,124784149,Private room,,Wadestown,0,0,3,2,41,,-41.260748,174.78528,37:34.5
16961715,113421612,Private room,,Linden,20,5,2,1,28,,-41.155115,174.834284,37:34.5
15592243,72434902,Private room,,Kilbirnie East,28,5,2,1,32,,-41.321859,174.79897,37:34.5
17926034,122906718,Private room,,Crofton Downs,0,0,2,1,32,,-41.2603,174.767004,37:34.5
12936592,16545156,Private room,,Mt Cook-Wallace Street,19,4.5,3,1,25,,-41.299927,174.771917,37:34.5
18029439,69590794,Private room,,Newtown East,1,0,1,1,25,,-41.31164,174.785475,37:34.5
17930354,22030925,Private room,,Newlands South,2,0,2,1,27,,-41.234041,174.820286,37:34.5
8813164,27719113,Private room,,Mt Victoria West,14,4.5,2,1,32,,-41.298895,174.788733,37:34.5
15933387,103404116,Private room,,Brooklyn,26,5,1,1,39,,-41.30329,174.764332,37:34.5
17123593,664341,Private room,,Berhampore East,15,5,1,1,36,,-41.321165,174.779456,37:34.5
13578488,78353846,Private room,,Mt Cook-Wallace Street,0,0,4,1,29,,-41.299272,174.778034,37:34.5
12934564,40445862,Private room,,Mt Cook-Wallace Street,0,0,1,1,14,,-41.303261,174.777385,37:34.4
13888137,11925284,Private room,,Mt Victoria West,2,0,2,1,23,,-41.298031,174.783801,37:34.4
17546349,91229314,Private room,,Newlands North,4,5,2,1,39,,-41.22126,174.827143,37:34.4
10477325,54000829,Private room,,Tawa Central,14,5,2,1,36,,-41.16669,174.819374,37:34.4
18124245,79408618,Private room,,Mt Cook-Wallace Street,0,0,2,1,30,,-41.306116,174.775562,37:32.8
16811722,38301075,Private room,,Tawa Central,12,5,2,1,34,,-41.173588,174.821237,37:32.8
17333151,117041970,Private room,,Lambton,0,0,2,1,25,,-41.289764,174.771652,37:32.8
16321286,69142326,Private room,,Mt Victoria West,0,0,1,1,18,,-41.296744,174.786124,37:32.8
16370833,106870781,Private room,,Aro Street-Nairn Street,0,0,1,1,28,,-41.297009,174.770929,37:32.8
7862455,41440724,Private room,,Lambton,4,4.5,2,1,32,,-41.291847,174.771656,37:32.8
16207394,40213876,Private room,,Hataitai North,33,5,2,1,39,,-41.305808,174.798302,37:32.8
15150991,96112319,Private room,,Maupuia,40,5,2,1,35,,-41.302063,174.819403,37:32.8
17595130,43034071,Private room,,Karori Park,1,0,2,1,32,,-41.281061,174.729444,37:32.8
16588089,109385454,Private room,,Mt Victoria West,6,5,2,1,23,,-41.294346,174.784799,37:32.8
17749358,117692682,Private room,,Northland,4,5,2,1,28,,-41.280199,174.764464,37:32.8
17658307,27026373,Private room,,Kelburn,1,0,2,1,34,,-41.29013,174.767031,37:32.7
17753725,63807030,Private room,,Hataitai North,4,4.5,2,1,18,,-41.30218,174.796113,37:32.7
12659618,6176215,Private room,,Churton Park North,42,5,2,1,39,,-41.206718,174.80443,37:32.7
17906034,122716709,Private room,,Lyall Bay-Airport-Moa Point,0,0,2,0,24,,-41.329624,174.790854,37:32.7
16782877,92384647,Private room,,Johnsonville Central,11,5,2,1,36,,-41.223798,174.803367,37:32.7
10554404,20503078,Private room,,Berhampore East,30,5,1,1,32,,-41.322819,174.778703,37:32.7
17432785,47016236,Private room,,Brooklyn,8,5,2,1,36,,-41.304914,174.760968,37:32.7
17406270,113280108,Private room,,Island Bay West,7,5,4,1,39,,-41.329698,174.772406,37:31.5
17931977,29723893,Private room,,Newlands North,4,4.5,2,1,26,,-41.229268,174.817099,37:31.5
17046037,29016545,Private room,,Awarua,2,0,2,1,32,,-41.2429,174.769277,37:31.5
17115432,74564846,Private room,,Karori Park,4,5,2,1,36,,-41.284068,174.733719,37:31.5
15318140,95247930,Private room,,Aro Street-Nairn Street,14,4,2,1,39,,-41.293784,174.764466,37:31.5
4664030,24133447,Private room,,Johnsonville East,61,4.5,2,1,39,,-41.227422,174.809253,37:31.5
